source1_entity_id	matched_entity_ids
S1-630494536	S2-951317162,S2-605458161,S3-78735580,S3-117524287
S1-630594079	S2-343089856,S2-873437330,S2-440574437,S3-116923928,S3-291311905,S3-973178467
S1-630822944	S2-347052598
S1-631569262	S3-446499334
S1-631621013	S2-869737272,S2-194434937,S3-418443526,S3-359143386,S3-433241808,S3-665795961
S1-631690612	S2-668811814,S2-989014134,S3-19144056,S3-638199910
S1-631845594	S2-847167076,S2-906201306,S2-613315517,S3-322384799,S3-544494097
S1-632088756	S2-461454382,S2-515963441,S2-180876391,S3-581108700,S3-668907666,S3-44171274,S3-891701181,S3-326643597
S1-632165053	S2-947609056,S3-164283251,S3-172767565
S1-633223855	S2-611908154,S3-242938678,S3-664564733
S1-633338206	S2-62159057,S2-148604891,S3-12601663
S1-634088131	S2-920224969,S2-473013579,S2-762719006
S1-634246764	S2-903664407,S2-573624350,S2-522891341,S3-30800438,S3-197968601,S3-37877993
S1-634319666	S2-232549652,S2-141856533,S2-868051845,S2-368255082,S3-8741429
S1-635481769	S2-264720910,S3-194384041,S3-863773329,S3-594639667
S1-636697059	S2-546573675,S2-683403436,S2-972346853,S3-16692499,S3-739258091,S3-499853609,S3-897989804
S1-637128353	S2-922855650,S2-789849399,S2-119412113,S2-464293082,S3-186749058,S3-729102601
S1-63735802	S3-217957888,S3-620029768
S1-637409276	S2-912567976,S2-624731218,S3-375300553
S1-637427281	S2-236096156,S2-566287972,S2-122524155,S3-645919703,S3-424230325,S3-830964311
S1-637622185	S2-391502671,S3-907287816,S3-316008266
S1-637685044	S2-282755275,S3-549057080,S3-356734271
S1-6387036	S2-607036862,S2-631929522,S3-911708918,S3-765569418,S3-394997463
S1-639448087	S2-965648748,S3-153151250,S3-199577159,S3-258046542
S1-639523020	
S1-639548592	S2-23259609,S2-98886752,S3-877754604,S3-650289407
S1-639617247	S2-939478555,S2-550430120,S3-653835902
S1-639647297	S2-827747308,S3-917332790
S1-640044387	S2-415415592,S2-920866545,S3-237162289
S1-641243686	S2-753388081,S2-435700073,S3-835130301,S3-649852880
S1-641634328	S2-22140586,S2-45808637,S2-111970177,S3-437532288,S3-787798477
S1-642004710	S3-279917847
S1-642282198	S2-629833070,S3-740999591,S3-652848543,S3-605500107,S3-106333970
S1-642488269	S2-498910744,S2-216050037,S3-341159746
S1-64262138	S2-371390481,S2-235421039,S3-946798921
S1-64285241	S2-90782816,S2-58433036,S3-436694060,S3-377868334
S1-643245576	S2-845000857,S2-983301727,S2-962179552,S3-413116203
S1-64345142	S2-350739011,S2-168131577,S2-468039922,S3-233442645,S3-872703649,S3-858304260
S1-643898887	S2-214819746,S2-984226971,S2-297738889,S3-949801856,S3-471072489,S3-760840873
S1-644155092	S2-530455006,S2-774543773,S2-514237288,S2-625797360,S3-987033562,S3-904866792,S3-389775316,S3-544982980
S1-644192996	S2-361469826,S2-387267007,S3-614817421,S3-154366608,S3-206960436
S1-644746522	S2-22535378,S3-138608340
S1-64517585	S2-529433358,S3-342513969
S1-645504157	S2-328990123,S3-877187347,S3-285276607
S1-647072167	S2-642232023,S2-224087352,S2-522052970,S3-958920797,S3-550600723,S3-539491698
S1-649238538	S2-389881931,S2-109380656,S2-241271291,S3-168733158,S3-804472385
S1-649524968	S2-312004153,S2-220805556,S3-831459505,S3-2406751
S1-65033837	S2-142403196,S2-898554621,S3-362836331
S1-650414540	S2-712065276,S2-629643625,S2-108205092,S3-554329044,S3-146082519
S1-650696290	
S1-650879900	S3-918664470,S3-416229334,S3-475076627,S3-878515090
S1-650938641	S2-2984671,S3-738838681,S3-958256072,S3-326924916
S1-651100599	S2-848350980,S3-521256970
S1-651483834	S2-453351217,S3-424949927,S3-836599150,S3-809549272
S1-651994278	
S1-652185060	S2-548788584,S2-516723593,S3-974721406
S1-652343462	S2-165302226,S3-185824825,S3-762761921,S3-971134838
S1-653053845	S2-774248919,S2-746453927,S2-88515434,S3-616988754
S1-653766547	S2-111224937,S2-243945518,S3-149268343,S3-389961903,S3-331717660
S1-654914146	S2-670489612,S2-904699646
S1-655046555	S2-113600604,S2-73156901
S1-655433571	S2-72685009,S2-310113193,S2-276514830,S2-716919850,S2-352839313,S3-211990991
S1-655505077	S2-468887161,S2-939602801,S3-300576582,S3-741944187
S1-655668963	S2-407692499,S3-242053090
S1-655855201	S2-54342429,S2-211490968,S2-746467028
S1-656898988	S2-267844540,S2-947183399,S3-407810504,S3-924611187
S1-657512652	S2-544101059
S1-657519036	S2-544458156,S2-95774315,S2-331920032,S3-264563120
S1-657556498	S2-903579554,S2-656556488,S3-256545009
S1-657765374	S2-359755166,S2-587169616,S3-440336756
S1-65784613	S2-870858692,S2-430843013,S3-366308608,S3-374081180
S1-658264296	S2-112141727,S3-208130562
S1-658332645	S2-842407779,S2-342339765,S2-333648314,S3-184262424,S3-281437355
S1-658441988	S2-981952661,S3-833010579
S1-659663175	S2-70833969,S3-607528535,S3-967089409
S1-659677987	S2-117113954,S3-543395617,S3-734300821,S3-996902173,S3-117365780
S1-659761244	S2-339699305,S2-865153673,S3-223768612,S3-553582142
S1-659972029	S2-45496379,S3-467794784,S3-435330345
S1-660351749	S2-656615624,S2-856662533,S3-332523932,S3-427463590,S3-896116242
S1-660980751	S2-933732670,S2-730801105,S2-916361596,S3-25378956,S3-429696523,S3-131667507
S1-661546405	S2-584423858,S2-719801437,S3-370440733,S3-534432126
S1-661675873	S2-451440712
S1-661755093	S2-391089191,S2-434973658,S3-920456406
S1-662088078	S2-903233145,S2-988534810,S2-180190676,S3-829065604,S3-644502726,S3-507147456,S3-82762569,S3-504792541
S1-662467047	S2-515535985,S3-731631754,S3-319443017
S1-662862687	S2-243887786,S2-40464762,S3-507556235,S3-142999592
S1-663067533	S2-143937181,S2-112495836,S3-613211288
S1-663521636	S2-272770945,S2-564389991,S2-11492040,S2-802148296,S3-662614144,S3-290366873
S1-663563711	S2-975673504,S3-333899092
S1-663565958	S2-395479629,S2-192656141,S3-461610873,S3-168910800
S1-66427628	S3-710281574
S1-665174875	S3-931306030,S3-648811726,S3-115889404
S1-66521471	S2-467678357,S2-37948874,S3-576246957,S3-369626098,S3-242611697
S1-665426910	S2-81737680,S3-623895208
S1-665516269	S2-954273446,S2-485592522,S3-302265130
S1-665731002	S2-561400892,S3-701580748,S3-953825515
S1-665978240	S2-124974543,S2-172354527
S1-666365068	S2-696775892,S3-791060436,S3-100113285,S3-611656757,S3-64300662
S1-666934040	S2-890976865,S2-420912419,S3-361232527,S3-280883006,S3-999564706
S1-667017397	
S1-667264941	S2-754564101,S3-11054457,S3-87887761,S3-810666500
S1-667265043	S2-763151755,S3-192483774
S1-66746049	S2-244085699,S2-118943971,S2-391935611,S3-583531687
S1-667757390	S2-680096131,S2-549624237,S3-529384128
S1-667852528	S2-39132037,S2-161740345,S3-974699636,S3-272045574
S1-668135507	S2-75512311,S3-503557246,S3-920390689,S3-88647348
S1-669312620	S2-538737318,S2-344470616,S2-519496063,S3-346140386,S3-706740554,S3-471956305
S1-669638688	S2-380051803,S2-592880634,S2-241788197,S3-594613696,S3-884790295
S1-670137434	S2-764089767
S1-670428341	S2-178669047,S2-375524025,S3-21888242,S3-559659794
S1-671071076	S2-440443694,S2-991227428,S2-174511934,S3-340715606,S3-383776336
S1-671589138	S2-618598117,S2-403641951,S3-74807906,S3-477416386
S1-672056791	S2-824599756,S3-787728037,S3-989400632,S3-209103626,S3-521241339
S1-67212931	S2-791311461,S2-868721315,S3-405808554
S1-672531425	S2-550246246,S2-409223967,S3-765856804,S3-532320118,S3-372082211
S1-673320160	S2-710364890,S3-819266522,S3-199251320,S3-39321622,S3-80786373,S3-882918349
S1-673686433	S2-869581219,S3-161083555,S3-480159282
S1-673693814	S2-429173801,S3-162965942,S3-457405560
S1-673947617	S2-797609256,S2-761144254,S3-471561421
S1-673974853	
S1-674583713	S2-391041148,S2-66231733,S3-457595901,S3-584668731,S3-801599206
S1-674882976	S2-473237574,S2-595529733,S3-398835478
S1-67490113	S2-289261959,S2-906091656,S3-688285022
S1-675018190	S2-485368708,S2-200820419,S3-372240649,S3-205719659
S1-675447424	S2-562632013,S2-809986000,S2-549769160
S1-676349283	
S1-677168024	S3-62678777,S3-196471806
S1-677693056	S2-649568956,S2-660025494,S3-319023201
S1-677906740	S2-165928042,S3-353708451
S1-677935743	S2-713880206,S2-895505638,S2-578448963,S2-496283299,S3-436821178,S3-78286800
S1-678707462	S2-433382908,S3-415814237,S3-735741632
S1-678898601	S2-201273498,S2-467095467,S2-432574433
S1-679035414	S2-38967060,S2-117034153,S2-708276928,S3-355426466
S1-679340480	S2-572867652,S2-38290987,S2-95939264,S3-563058369,S3-920344864,S3-496843840
S1-679395886	S2-255148519,S2-161225556,S2-213550124,S2-369992716
S1-679713048	S2-739670459,S3-325343968,S3-546457242
S1-680247081	S2-90458208,S3-732322635
S1-680356898	S3-321821996
S1-680416224	S2-192452091,S2-157721942,S2-316092476,S2-25466737,S2-211421430,S3-919031316,S3-861958082,S3-924824386,S3-524426555,S3-215120097
S1-680479441	S2-146466586,S2-447180861,S2-720981742,S3-562831024,S3-396481070,S3-236731379,S3-809391910,S3-298183159
S1-680655630	S2-489004366,S3-30974419
S1-681098662	S2-972487412,S3-946742405,S3-643448803,S3-185836145,S3-690117229
S1-68161416	
S1-68170645	S2-773927630,S2-538586895,S2-89685361,S3-905748682,S3-257996729,S3-601699640
S1-681710657	S2-369721054,S2-548824908,S3-696500536,S3-426231102
S1-6819617	S2-702303429,S2-233243343,S2-553899499,S3-219407266,S3-90173947
S1-682076324	S2-386726092,S3-727855790
S1-682350775	S2-336171933,S3-32182840,S3-562609460
S1-682382012	S2-708380048,S2-502812597,S3-976618039,S3-177835579,S3-873608096
S1-682811460	S2-55354660,S3-695283631
S1-682844169	S2-971786365,S2-614739100,S3-311772041,S3-863172260
S1-683148514	S2-737123387,S2-138543047,S2-213035417,S3-782687128
S1-683164864	S2-386846911,S2-87977433,S2-184997775,S3-65759820,S3-974516169
S1-683239030	S2-923449243,S2-214941160,S3-606994481
S1-683788263	S2-779063504,S3-501078612
S1-684375003	S2-524554486,S3-263459230,S3-831741188
S1-684607059	S2-756862093,S2-728240350,S3-892983076
S1-685048543	S2-845872236,S2-658083417,S3-975683365
S1-685106343	S2-114784823,S2-533100810,S3-372844836,S3-836822657
S1-685387446	S2-822940683,S3-46755798
S1-685565924	S3-380538234,S3-377472753
S1-685713145	S2-579465337,S3-772062439,S3-325149265,S3-805249,S3-753550106
S1-68575982	S2-969680747,S2-881439108,S3-980234190
S1-686120950	S2-993830432,S3-539240283
S1-68620982	S2-293298896,S2-669105094,S2-501107506,S3-741972858,S3-516816873
S1-686222356	S2-549964799
S1-686578911	S2-101047094,S2-451809298,S2-26117333,S3-177940184,S3-517498989,S3-781763420
S1-687053526	S2-775580908,S3-961163041,S3-870925053
S1-68764297	S2-553266993,S3-638732165
S1-687742312	S3-180371859,S3-215286719
S1-688083761	S2-767881310,S2-690810935,S2-904769834,S2-395095612,S3-297713204,S3-547630693,S3-981588692
S1-688184036	S2-736194001
S1-688588036	S2-885197357,S2-400624231,S3-447807754,S3-776804773
S1-688842109	S2-506941805,S3-280533118
S1-689456352	S2-174440337
S1-689725225	S2-661343369,S3-108993353
S1-689977390	S2-109599074,S3-848835491,S3-830410585
S1-690051769	S2-989163903,S2-357005012,S3-142486674,S3-166248042,S3-622206124
S1-690151152	S2-228559678,S3-900607781,S3-150805296,S3-105209173
S1-690175609	S3-863972558
S1-69069569	S2-268765765,S2-577255727
S1-69136938	S2-39339556,S3-290562127,S3-755784596,S3-857864107,S3-804586383
S1-691616670	S2-229208967,S3-806305714
S1-691701111	S3-962564393,S3-992513718
S1-692274887	S2-851195030,S3-4765844,S3-421829516,S3-431388311,S3-497628430
S1-692421008	S2-899773712,S2-168053725,S3-940627970,S3-776290597
S1-693364394	S2-668021,S2-714297903,S3-674535690,S3-89797682,S3-589476892
S1-69346744	S2-886445875
S1-694493047	S2-144609145,S3-614944568
S1-694530971	S2-865036829,S2-21249719,S3-168205354,S3-55832374
S1-694737938	
S1-694830809	S2-409001265,S2-960545687,S2-729615137,S2-548592444,S3-156666432
S1-695252025	S2-888506062,S2-172610745,S2-424677335,S2-245092043,S3-546809904
S1-695606943	S2-953890782,S3-666638357,S3-194584052,S3-555696251,S3-552051944
S1-695940996	S2-991923139,S3-859978135
S1-696420965	S2-861741380,S2-373815328,S2-168954241
S1-697138545	S2-583581365,S2-243239635,S3-176929729
S1-699154812	S2-287766501,S3-926932080,S3-611744857,S3-662106218
S1-699460640	S2-690890088,S3-55848313
S1-69952960	S2-736471381,S2-217469811
S1-699551455	S2-153647290,S3-184039521,S3-548812029
S1-6995546	S2-755610167,S2-438011450,S2-563892296,S2-323579019,S2-838499785,S3-153552671
S1-700207404	S2-266768735,S3-378091246,S3-403703678
S1-700383051	S2-460986271,S2-996620656,S3-192725946,S3-662987550
S1-700703528	S2-576362750,S3-967372656
S1-700910866	S2-276911414,S2-575359001,S3-997481241
S1-701583396	S2-482400830,S2-343152285,S2-550622607,S3-327922333,S3-193946989
S1-70196606	S2-817589216,S2-515356085,S3-255274826,S3-698753632
S1-702257342	S2-338108468,S2-827517632,S2-408422837,S2-595696083,S3-703943119,S3-58911290
S1-702491441	S2-655836583,S3-914276507,S3-79936502,S3-576168062
S1-70249854	S2-698869266,S3-348001007
S1-702568540	S2-260459748,S3-45493171
S1-702623830	S2-591093417,S3-829447981,S3-332219915
S1-702724995	S3-18714279,S3-571784462
S1-703289878	S2-955000389,S2-757715503,S3-990971743
S1-704010386	S2-710715630,S3-746562682
S1-704018652	S2-516118253,S3-931720898
S1-704129543	S3-815345723,S3-721727699
S1-70415339	S2-506878557,S3-453684535
S1-704422081	S2-808114481,S3-503466532,S3-631163048,S3-800340524,S3-169003647
S1-704592953	S2-381785587,S3-622229953,S3-613849148
S1-705048374	S2-886794092,S2-881512613,S2-814689684,S3-573553097,S3-535933616
S1-705247568	S2-869970118
S1-705906271	S2-951004133,S2-37772896
S1-70598180	S2-612129452,S2-866824630,S3-767873410
S1-706039440	S3-345386702
S1-706970785	S2-102031558,S2-738912095,S2-919913096,S2-315460492,S3-585352325
S1-707400711	S2-773717022,S3-7154943,S3-411271386,S3-726212806
S1-707412941	S2-340141239,S2-367258821,S3-31134626
S1-707916403	S2-663381482,S2-578195413,S2-781180829,S3-740918157
S1-708213658	S2-658272761,S2-641438059,S3-405139568
S1-708263196	S2-56206234,S2-232390165,S3-188809676,S3-828350151,S3-552451800
S1-708650047	S3-836283243
S1-708740394	S2-231223268,S3-849445463,S3-418417540,S3-292033114,S3-780126102
S1-709075265	S3-481324419,S3-692959054
S1-709401	
S1-709597729	
S1-709917118	S2-9326306,S2-758490818,S3-15083122
S1-709960468	S2-351050869,S2-519500095,S2-783218448,S3-89755169,S3-347400419
S1-710139409	
S1-710558824	S2-82895538,S2-361173142
S1-710565396	S2-6237833,S3-449017993,S3-748922087,S3-419294389,S3-267296727
S1-710891317	S2-86832950,S2-740411661,S3-412256519
S1-710927111	S2-345045045
S1-71093974	S2-57117558,S3-789586490,S3-291376780,S3-516071106
S1-711813257	S2-466836826,S2-106811322,S3-915857261,S3-540909767,S3-117370661
S1-71184815	S2-169503815,S2-434897211,S3-953045012,S3-121313897,S3-883422015
S1-712235440	S3-355552542
S1-71284994	S2-554485628,S3-169422534,S3-946195194
S1-713283744	S2-792984369,S3-21962216
S1-713416149	S2-21493091,S2-647338340,S2-951487367,S3-387563114,S3-245442044,S3-569900257,S3-744986958
S1-713978293	S2-141721491,S2-925947037,S3-720113443
S1-714374058	S2-451408957,S3-583474263,S3-955781690
S1-714440011	S2-505459302,S3-970744474,S3-399524528
S1-714522366	S2-618106667,S2-827404611,S3-489208840,S3-671292898
S1-714614693	S2-241036499,S3-975068240,S3-682382938,S3-1034244
S1-714642946	
S1-714744262	S2-530044417,S2-463897136,S3-72630521
S1-715529697	S2-829375119,S2-433660330,S3-205617724
S1-715888147	S2-615018618,S3-304799102
S1-716024722	S2-785881581,S3-97586276
S1-716043904	S2-309185915,S3-218083408,S3-963643040,S3-832813727
S1-716080061	S2-813246029,S2-52938642,S2-308187284,S3-559387084
S1-716520707	S2-210235997,S3-470644227
S1-717223466	S2-217547702,S2-661190061,S3-933156173
S1-717384750	S2-728261217,S2-585048475,S3-505173697,S3-851585511
S1-717843167	S2-378511617,S2-747723658,S2-185889193,S3-750195769,S3-431323688
S1-717921191	S2-346393084,S2-627244679,S2-240034173,S2-777583088,S3-486716648
S1-717996570	S2-644557130,S3-335275355,S3-169905071
S1-718773450	S2-500315890,S2-731954306,S3-994408477,S3-366300702
S1-718773890	S2-476067585,S3-181507799
S1-718946143	S2-953197343,S2-395335229,S2-483119961,S3-825410184,S3-363063459
S1-719693602	S2-856007932,S3-570765955
S1-719785427	S2-898630805,S2-929194288,S3-779369054,S3-906800381,S3-294422979
S1-719875326	S3-91974392,S3-114218815
S1-720025982	S2-666552651,S3-804360428
S1-720267109	S2-149896595,S3-462713136,S3-693977379
S1-72045433	S3-812254840
S1-7205383	S2-745316458,S3-480076306,S3-951794151
S1-720812004	S2-177124233,S3-263528154
S1-721084684	S2-448504754,S2-988032991,S3-532028814,S3-37985957
S1-721240600	S2-253330725,S2-293462847,S2-8907679,S3-293632864
S1-72130895	S2-358057926,S3-780140460
S1-721469485	S2-453647532,S2-194034279,S3-285139890
S1-721702167	S2-291328609,S2-618890181,S3-719573088,S3-305943958
S1-72218349	S2-883593591,S2-691452538,S2-203947723,S2-369242820,S3-168621088
S1-722437756	S2-723917312,S2-833570549,S2-78178154,S2-302943175,S2-302562700
S1-722771976	S2-257368733,S3-751830116,S3-735706929
S1-72281536	S2-292254072,S3-904319926
S1-723496429	
S1-723532322	S2-273971803,S2-125281503
S1-723666298	S2-701990556,S2-666764957,S2-98583414,S3-375241612
S1-723720736	S2-792002261,S2-548773307,S3-60628239,S3-990312891
S1-724608342	S2-587748873,S3-868149099
S1-724970812	S2-918382864,S2-974643076,S2-57319272,S3-234882594,S3-863793742,S3-213835616,S3-842154250
S1-725150587	S2-273826442,S2-105013721,S2-197115311,S3-742073903,S3-2391537,S3-733467042
S1-725284847	
S1-725540710	S2-657902660,S2-671195116,S3-874832190
S1-725652039	S2-531004162,S3-476461751,S3-561628065,S3-354140547
S1-725763022	
S1-726365524	S2-168981801,S2-84819724,S2-554119899,S2-96577363,S3-913119857
S1-727292749	S2-173884657,S2-856957857,S2-188747718,S3-454697448,S3-238046816,S3-370952101
S1-727589600	S2-893907046
S1-727807753	S2-278420319,S2-417020449,S2-980198703,S2-774962412
S1-72794316	S2-966141861,S2-756925792,S2-881695212,S3-332159816,S3-426553973,S3-331425267
S1-728011176	S2-611465361,S2-858703515,S3-949643807,S3-929855251,S3-78735767
S1-728270873	S3-798095387,S3-453582678,S3-80700506,S3-505952521
S1-728508650	S2-106542564,S3-721805304,S3-102943062
S1-728807709	
S1-728836336	S2-291862093,S2-13995392,S2-489971959,S3-150588674,S3-829617899
S1-729933964	S2-27581448,S2-745866415,S3-393712190,S3-646632811,S3-806904934,S3-180771577
S1-730053046	S3-964616326,S3-501434847,S3-819118465
S1-73042441	S2-458498856
S1-730715729	S2-28677390,S3-536785906,S3-629673279
S1-731410268	S2-753827209,S2-451944562,S3-408072107
S1-731844507	S2-493205975,S3-405273779,S3-162110097,S3-758793513
S1-731936293	S2-688549196,S2-294829735
S1-732008692	S2-535877147,S3-19356617
S1-733032595	S3-755109987,S3-310832525,S3-18761059
S1-733363215	S3-702371572,S3-570199283
S1-733371127	S2-568981868,S2-252698327,S3-209469104,S3-539490541
S1-733382831	
S1-734170310	S2-861769388,S3-146547507,S3-36630237
S1-734475733	S2-163768752,S3-445245176,S3-281881400
S1-734851410	S2-151308060,S2-983594036,S3-158304607,S3-557176192
S1-735267320	S2-287881236,S3-279385849,S3-922358548,S3-52194566
S1-735574718	S2-902401508,S2-502994045,S2-744597756,S2-16091054,S2-815455910,S3-233895378,S3-57381672,S3-737304400
S1-73567746	S2-551397248,S3-379024927,S3-766981365
S1-736269271	S3-39492578
S1-736969873	S2-920398532,S2-510042048,S2-695759722,S3-618524114,S3-910481787,S3-69609194
S1-737198187	S3-422601031,S3-861615404
S1-737651217	S2-838918504,S3-584334849,S3-32343899
S1-737768510	S2-805521819,S3-511625778,S3-659237429
S1-738203185	S2-602763425,S2-715773823,S2-727313208,S2-169007811,S3-649074748,S3-44401346,S3-22437747
S1-738426048	S2-233439656,S2-82692803,S3-626875294
S1-738879762	S2-560089006,S3-684623963,S3-468804700,S3-607995564,S3-297090539
S1-739377112	S2-554265438,S3-923120329,S3-593495493
S1-739429454	S2-650330400,S2-507404002,S3-593845391,S3-355696140,S3-510393955,S3-940465385,S3-796673341,S3-651226938
S1-739708548	
S1-739760170	S2-572884238,S3-863850182
S1-739775071	S2-64815057,S3-224938812,S3-188657047,S3-595434168,S3-555504729
S1-740059678	S2-945128057,S3-23293897,S3-20044143
S1-740377287	S2-973829165,S3-407056204,S3-212532054
S1-740565737	S2-648099488,S2-551297196,S3-379525799,S3-81825891,S3-679017231
S1-741105843	S2-506544694,S2-759909124,S3-626634961
S1-741472825	S2-739152556,S3-633014900,S3-433861474,S3-745684606,S3-97803351
S1-742300610	S2-650372756,S2-424903760,S3-584917012
S1-742670242	S2-486855874,S2-966536752,S2-356462084
S1-743485548	S2-452376154,S2-288976453,S3-193154350,S3-358409177
S1-743717387	S2-178418825,S3-571531937,S3-617911770
S1-743728565	S2-246243512,S2-810704772,S2-799683074,S3-170119480,S3-47882218
S1-743842828	S2-162840285,S3-307443730,S3-317125176
S1-745232404	S2-407851116,S2-59456776,S3-973097813
S1-745478909	S2-609176450,S2-390800881,S3-540352934
S1-745738595	S2-746582059,S2-833256899,S2-320670540,S2-787404353,S3-598823337,S3-207418140
S1-746691693	S2-518407282,S2-416200825
S1-74712169	S2-752098277,S3-181937292,S3-887441763
S1-747562440	S2-354893435,S3-264325008,S3-529860066,S3-501957753
S1-748240635	S2-2562172,S3-3742928
S1-748276705	S2-63712382,S2-511871895,S3-93139722,S3-944686875,S3-84737753,S3-77133386
S1-74849781	S2-310955862,S3-51546904,S3-454450582
S1-748747790	S2-776331072,S2-119018892,S3-324568744,S3-868269714,S3-421763750
S1-748801724	S2-698956471,S2-995836248,S2-371466552,S3-452100535,S3-706986404,S3-378477890
S1-748867572	S2-150090208,S2-573190638,S2-631220695,S3-726962279,S3-179178329
S1-749067273	S2-737523787,S2-147597700,S2-967249485,S3-774132357,S3-185086847,S3-569341847
S1-749509166	S2-931198230,S2-408662585,S2-412598896,S3-210416480
S1-749700652	S2-94103391,S2-586444771,S2-620262970,S3-867864008
S1-749879091	S2-69245191,S2-427062954,S3-964678437,S3-136025145
S1-750009570	S2-199021946,S3-8739771
S1-750184720	S2-196253491,S3-9295409,S3-605775065,S3-515243867
S1-750331541	S2-119100080,S2-988201646,S3-918436032,S3-121085378
S1-750574139	S2-604378691,S2-875304242,S2-637766925,S3-429640990,S3-493498134,S3-475975140
S1-751724860	S2-605497584,S2-312371064,S2-29628731,S3-708913303
S1-751781295	S3-170503890
S1-751794372	S2-610072493,S2-61622663,S3-11719912,S3-858590974,S3-42148346,S3-672157324
S1-751810712	S2-97782342,S2-351740165,S3-875543920,S3-862843506
S1-752379599	
S1-752529804	S2-225231449,S2-263670015,S2-604011507,S3-294790170
S1-752578023	S2-836505568,S2-304149748,S3-570273831
S1-752839022	
S1-753165522	
S1-753419143	S2-941095079,S2-822352586,S3-871746773
S1-753550034	S2-544795644,S3-499969125,S3-548532187
S1-754067009	S2-953946744,S3-900972191,S3-380466971
S1-754263423	S2-70678227,S2-533382419,S3-373053179
S1-754479588	S2-340719567,S2-94835421,S3-266134986,S3-811883462
S1-754857741	S2-679054284,S2-665614545,S2-815021964,S2-851499190,S3-172713559,S3-330603979,S3-526702042
S1-754938907	S2-112934836,S3-273979089
S1-754983222	
S1-75528756	S2-674511012,S3-629025573,S3-641413908,S3-309783995,S3-996104673
S1-755679808	S2-959270840,S2-511519416,S2-320373827,S3-983684912
S1-756211099	S2-910315990,S2-237358082,S3-470338573,S3-260783404
S1-756237839	S2-354497163,S3-147985479,S3-717044373
S1-756532295	S2-291052369,S2-660432026,S2-220702891,S2-643237415,S3-870310984,S3-838888736
S1-757078074	S2-765988822,S2-308074507,S3-834343867
S1-75762876	S2-59326140,S2-669074651,S3-35168866,S3-313157124
S1-757666986	S3-668940681,S3-583108301,S3-820184886,S3-163495015
S1-757741582	S2-303485767,S3-197883457,S3-276241889,S3-400812964
S1-758070915	S3-980653264,S3-121597783
S1-758796994	S2-876160768,S3-42554827,S3-196252682,S3-636952350
S1-75923599	S2-991992397,S2-44312769,S3-139270367,S3-881554920
S1-75954230	S2-948225940
S1-760467417	S2-583606191,S2-786577970,S3-761078857,S3-713286136,S3-213376645,S3-959047130
S1-761192021	S2-417846210,S2-456123193,S2-654773126,S3-123911694,S3-121402607,S3-956188831
S1-76146608	S3-611398337,S3-987921206
S1-761643903	S2-717809662,S3-577387748
S1-762410295	S2-324243499,S2-964899229,S3-415221739
S1-763450941	S2-58842938,S3-958094787
S1-764114843	S2-335456808,S2-226483266
S1-76427580	S2-501217318,S2-581867874,S3-463331089,S3-564407220
S1-7646325	S2-109579023,S2-992160407,S2-808464735,S2-828492462
S1-764726689	S2-212940261,S2-395653740,S2-32633855,S2-810421188,S3-759799134,S3-981690122,S3-698519941
S1-76507658	S2-208015340,S2-192196269,S2-199917633
S1-765690318	S2-800664104,S2-203429538,S3-215155033,S3-465782777,S3-734020216,S3-466696473
S1-766065023	S2-155017593,S3-749813412,S3-389196434
S1-766278627	S2-572506212,S3-637521983
S1-766589828	S2-331501199,S2-722722970,S3-395460553,S3-569891621,S3-158683954
S1-767934955	S2-222939040,S3-788159926
S1-768015158	S2-114282129,S3-495891586,S3-723991522
S1-768558896	S2-875053339,S2-267339500,S3-360063824,S3-145428330,S3-302549331
S1-769201218	S3-674276274,S3-523555747,S3-453860679,S3-376351802
S1-769453592	S2-935347509,S3-644589287,S3-192678983
S1-769557971	S2-788939541,S2-308435748,S2-332444191,S2-671910180,S3-261514236,S3-562670371,S3-668091884,S3-954912425
S1-769559180	S2-498196063,S2-385130784,S2-237881215,S3-27127555
S1-769619488	S2-137951905,S3-983711437
S1-769639906	
S1-769832601	S2-928669276,S2-742234184,S3-916177260,S3-498063951
S1-769842088	S2-975535993,S2-422690330,S3-69069994,S3-126770398,S3-223351016
S1-770861340	S2-609338607,S2-644711210,S3-918016674
S1-771021108	S2-906733202,S2-403135359,S2-885695811,S3-184302399
S1-771573745	S3-693753716,S3-484308032,S3-127446116,S3-947953741,S3-307572065
S1-77179764	S2-745284701,S3-965692471,S3-211276605
S1-77242710	S2-142708346,S3-579611758,S3-368456951
S1-772529270	S3-418396555
S1-772670078	S3-917424926
S1-772821878	S3-572117906,S3-763931501
S1-773684229	S2-750183871,S2-518215235,S3-492320242
S1-774249108	S2-450721474,S2-942242671,S2-659008083,S3-751644206,S3-488346839
S1-774886240	S2-354824363,S3-27688295
S1-775105256	S3-187558512,S3-27221360
S1-775627331	S2-805144319,S2-626899937,S2-775386616,S3-795070600,S3-901961809,S3-203746245,S3-873529361,S3-374625624
S1-775803070	S2-682214945,S2-464320557,S3-610385758
S1-775889398	S2-620027920,S2-623347108,S2-14480944,S3-597572013,S3-372010271,S3-950204307
S1-775935177	S2-93090505,S2-437548540,S3-114621767,S3-200068645
S1-776954181	S2-757621935,S2-611935473,S3-488237354,S3-516491500
S1-777971914	S2-112351878,S3-986826965,S3-275749468
S1-778412557	S2-461317036,S2-148974008,S3-69525281,S3-309225150,S3-406827404
S1-778726773	S2-634541090,S3-877073382
